ADM4_EN,ADM4_PCODE,ADM4_REF,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,AREA_SQKM
Lalog 2,PH0203116009,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.935043958
Luyao,PH0203116010,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.422772743
Macañao,PH0203116011,Macanao,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.860291705
Macugay,PH0203116012,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.535987487
Mambabanga,PH0203116013,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.909977762
Pulay,PH0203116014,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.646204792
Puroc,PH0203116015,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.761095371
San Isidro,PH0203116016,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.804473981
San Miguel,PH0203116017,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.835663168
Santo Domingo,PH0203116018,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.33064673
Union Kalinga,PH0203116019,,Luna,PH0203116,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.469999284
Diana,PH0203117001,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,87.74331903
Eleonor (Pob.),PH0203117002,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.05660446
Fely (Pob.),PH0203117003,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,51.31126125
Lita (Pob.),PH0203117004,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.717804074
Reina Mercedes,PH0203117005,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,66.78956462
Minanga,PH0203117006,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.170998946
Malasin,PH0203117007,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.040134671
Canadam,PH0203117008,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,103.7710935
Aplaya,PH0203117009,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,86.55896288
Santa Marina (Dianggo),PH0203117010,,Maconacon,PH0203117,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,66.06294502
Aga,PH0203118001,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.685196016
Andarayan,PH0203118002,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,16.36756577
Aneg,PH0203118003,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,13.65891892
Bayabo,PH0203118004,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.298841672
Calinaoan Sur,PH0203118006,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.485465822
Capitol,PH0203118007,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.531975434
Carmencita,PH0203118008,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,19.40912129
Concepcion,PH0203118009,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.051871566
Maui,PH0203118010,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,10.65379993
Quibal,PH0203118011,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.318791192
Ragan Almacen,PH0203118012,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.906139533
Ragan Norte,PH0203118013,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.510198799
Ragan Sur (Pob.),PH0203118014,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.535046469
Rizal (Ragan Almacen Alto),PH0203118015,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.111084767
San Andres,PH0203118016,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.239007732
San Antonio,PH0203118017,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.213685899
San Isidro,PH0203118018,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.799959427
San Jose,PH0203118019,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.273140399
San Juan,PH0203118020,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.663299513
San Macario,PH0203118021,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,23.52044184
San Nicolas (Fusi),PH0203118022,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.806549945
San Patricio,PH0203118023,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.574794743
San Roque,PH0203118024,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.44737219
Santo Rosario,PH0203118025,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.511646016
Santor,PH0203118026,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.501611243
Villa Luz,PH0203118027,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.963030209
Villa Pereda,PH0203118028,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.859915675
Visitacion,PH0203118029,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.659281851
Caloocan,PH0203118030,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,16.33403097
San Pedro (Barucbuc Sur),PH0203119001,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.337606545
Binmonton,PH0203119002,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,4.611606025
Casili,PH0203119003,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.947285066
Centro I (Pob.),PH0203119004,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.922394933
Holy Friday,PH0203119005,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.501791749
Maligaya,PH0203119006,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.740750232
Manano,PH0203119007,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,17.81201168
Olango,PH0203119008,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.378495698
Centro II (Pob.),PH0203119009,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.84675281
Rang-ayan,PH0203119010,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.555171098
San Jose Norte I,PH0203119011,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.517779485
San Jose Sur,PH0203119012,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.983240456
Siempre Viva Norte,PH0203119013,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.048832912
Trinidad,PH0203119014,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,14.02359842
Victoria,PH0203119015,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.230656683
San Jose Norte II,PH0203119016,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.74841343
San Ramon,PH0203119017,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,11.24004238
Siempre Viva Sur,PH0203119018,,Mallig,PH0203119,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.772567002
Aguinaldo,PH0203120001,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.766358132
Bagong Sikat,PH0203120002,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,4.758664573
Burgos,PH0203120003,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,11.83135388
Cabaruan,PH0203120004,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.264139328
Flores,PH0203120005,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.325658957
La Union,PH0203120006,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,4.399026372
Magsaysay (Pob.),PH0203120007,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.769268289
Manaring,PH0203120008,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.054985131
Mansibang,PH0203120009,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.962720896
Minallo,PH0203120010,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,13.17523846
Minanga,PH0203120011,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.602271003
Palattao,PH0203120012,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.494625102
Quezon (Pob.),PH0203120013,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,0.795537026
Quinalabasa,PH0203120014,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.064235487
Quirino (Pob.),PH0203120015,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.725173185
Rangayan,PH0203120016,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.670484395
Rizal,PH0203120017,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.28868038
Roxas (Pob.),PH0203120018,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.998164772
San Manuel,PH0203120019,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,13.63849407
Santo Tomas,PH0203120020,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.260973008
Sunlife,PH0203120021,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.346535015
Surcoc,PH0203120022,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.263311142
Tomines,PH0203120023,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.595003377
Villa Paz,PH0203120024,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,13.24180134
Santa Victoria (Villa Capuchino),PH0203120025,,Naguilian,PH0203120,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.968399203
Bisag,PH0203121001,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,39.3707186
Dialaoyao,PH0203121002,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.639059825
Dicadyuan,PH0203121003,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,34.07282612
Didiyan,PH0203121004,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,102.8164544
Dimalicu-licu,PH0203121005,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.986291016
Dimasari,PH0203121006,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.436289107
Dimatican,PH0203121007,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.328322911
Maligaya,PH0203121008,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,54.26374551
Marikit,PH0203121009,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,19.61496231
Dicabisagan East (Pob.),PH0203121010,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.950801498
Dicabisagan West (Pob.),PH0203121011,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.508382805
Santa Jacinta,PH0203121012,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.355682395
Villa Robles,PH0203121013,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,17.1726935
Culasi,PH0203121014,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,19.08994209
Alomanay,PH0203121015,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.268683418
Diddadungan,PH0203121016,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,33.57645317
San Isidro,PH0203121017,,Palanan,PH0203121,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.933865591
Abut,PH0203122001,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,40.34424361
Alunan (Pob.),PH0203122002,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.790955507
Arellano (Pob.),PH0203122003,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.319643175
Aurora,PH0203122004,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.433607841
Barucboc Norte,PH0203122005,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,11.12688028
Estrada,PH0203122006,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.63675424
Santos (Pob.),PH0203122007,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,13.61568121
Lepanto,PH0203122008,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,10.67505036
Mangga,PH0203122009,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,15.87891347
Minagbag,PH0203122010,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,21.19295754
Samonte (Pob.),PH0203122011,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,10.62368763
Turod,PH0203122012,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.935278482
Dunmon,PH0203122013,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,11.70658488
Calangigan (Calamagui),PH0203122014,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,9.997957533
San Juan,PH0203122015,,Quezon,PH0203122,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,34.22363995
Binarzang,PH0203123001,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.541916946
Cabaruan,PH0203123002,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.629952502
Camaal,PH0203123003,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.502576679
Dolores,PH0203123004,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.454226072
Luna,PH0203123005,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.266948083
Manaoag,PH0203123006,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,4.70544076
Rizal,PH0203123007,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,5.041361296
San Isidro,PH0203123008,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,7.216581606
San Jose,PH0203123009,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,1.758985173
San Juan,PH0203123010,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.846316072
San Mateo,PH0203123011,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.883090635
San Vicente,PH0203123012,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,6.039453101
Santa Catalina,PH0203123013,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,14.92885076
Santa Lucia (Pob.),PH0203123014,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.44260771
Santiago,PH0203123015,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,11.96723829
Santo Domingo,PH0203123016,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,8.53925731
Sinait,PH0203123017,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,3.674910464
Suerte,PH0203123018,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.047550476
Villa Bulusan,PH0203123019,,Quirino,PH0203123,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,11/9/22,11/6/23,,2.191321379
